-1 0.995662151005311 -5.86664899566824 -2 -3.92682551287953 2 -1.07932910632779 -0.5
-0.98 0.957773550194043 -5.86937173665911 -1.96 -3.64169617921739 2 -1.0491059819997 -0.470596
-0.96 0.920364070959415 -5.87108468378316 -1.92 -3.36251246888157 2 -1.01920484987644 -0.442368
-0.94 0.883467280793432 -5.87182195030098 -1.88 -3.08946977720428 2 -0.989630598899223 -0.415292
-0.92 0.847115162145491 -5.87161623423845 -1.84 -2.82274627151967 2 -0.960387969937533 -0.389344
-0.9 0.811338071606662 -5.87049891755462 -1.8 -2.56250240063545 2 -0.93148154305411 -0.3645
-0.88 0.776164705648187 -5.8685001832929 -1.76 -2.30888048510723 2 -0.902915724132744 -0.340736
-0.86 0.741622073221217 -5.86564914912837 -1.72 -2.06200439526711 2 -0.874694730985712 -0.318028
-0.84 0.707735475480242 -5.86197401553592 -1.68 -1.82197932328051 2 -0.846822579065372 -0.296352
-0.82 0.674528492844237 -5.85750222663239 -1.64 -1.58889165472463 2 -0.819303066911144 -0.275684
-0.8 0.642022979557677 -5.85226064159447 -1.6 -1.36280894430752 2 -0.792139761468697 -0.256
-0.78 0.610239065858791 -5.84627571442414 -1.56 -1.14377999938732 2 -0.765335983422465 -0.237276
-0.76 0.579195167805179 -5.83957367972732 -1.52 -0.931835073918013 2 -0.738894792685765 -0.219488
-0.74 0.548908004747861 -5.83218074209049 -1.48 -0.726986174353183 2 -0.712818974194434 -0.202612
-0.72 0.51939262438459 -5.8241232665863 -1.44 -0.529227477896484 2 -0.687111024150342 -0.186624
-0.7 0.490662435262334 -5.8154279679127 -1.4 -0.338535862311343 2 -0.661773136860043 -0.1715
-0.68 0.462729246538098 -5.80612209567274 -1.36 -0.15487154530766 2 -0.636807192311405 -0.157216
-0.66 0.435603314747164 -5.79623361333302 -1.32 0.0218211696739132 2 -0.612214744627173 -0.143748
-0.64 0.409293397269221 -5.78579136845895 -1.28 0.191613045642839 2 -0.587997011529195 -0.131072
-0.62 0.383806812126257 -5.77482525191295 -1.24 0.354588967721646 2 -0.564154864940441 -0.119164
-0.6 0.359149503692312 -5.76336634381741 -1.2 0.510846908915806 2 -0.540688822844073 -0.108
-0.58 0.335326113844637 -5.75144704422627 -1.16 0.660496813662505 2 -0.517599042509673 -0.097556
-0.56 0.312340058039305 -5.73910118661558 -1.12 0.803659407801391 2 -0.494885315186541 -0.087808
-0.54 0.290193605752268 -5.72636413249296 -1.08 0.940464944491495 2 -0.472547062352616 -0.078732
-0.52 0.268887964689766 -5.71327284563561 -1.04 1.07105189637723 2 -0.450583333595371 -0.070304
-0.5 0.248423368140397 -5.69986594469512 -1 1.19556560497126 2 -0.428992806187935 -0.0625
-0.48 0.228799164815329 -5.68618373314998 -0.96 1.31415689876286 2 -0.407773786409989 -0.055296
-0.46 0.210013910503481 -5.67226820584291 -0.92 1.42698069197019 2 -0.386924212648622 -0.048668
-0.44 0.192065460855172 -5.65816303160476 -0.88 1.53419457612573 2 -0.366441660299683 -0.042592
-0.42 0.174951064600969 -5.64391351173739 -0.84 1.63595741681391 2 -0.346323348475137 -0.037044
-0.4 0.158667456512355 -5.62956651440115 -0.8 1.73242796786393 2 -0.326566148506917 -0.032
-0.38 0.143210949417272 -5.61517038522506 -0.76 1.82376351514165 2 -0.307166594222673 -0.027436
-0.36 0.128577524596668 -5.60077483472583 -0.72 1.91011856178097 2 -0.288120893954064 -0.023328
-0.34 0.114762919907619 -5.58643080338211 -0.68 1.99164356625413 2 -0.269424944223697 -0.019652
-0.32 0.10176271500422 -5.57219030546065 -0.64 2.06848374410591 2 -0.251074345042924 -0.016384
-0.3 0.0895724130589068 -5.55810625292636 -0.6 2.14077794347715 2 -0.233064416739272 -0.0135
-0.28 0.0781875184239318 -5.54423226098817 -0.56 2.20865760372826 2 -0.215390218219825 -0.010976
-0.26 0.0676036097147021 -5.53062243703205 -0.52 2.27224580555404 2 -0.198046566565134 -0.008788
-0.24 0.0578164078433911 -5.51733115487141 -0.48 2.33165641997 2 -0.1810280578376 -0.006912
-0.22 0.0488218385818679 -5.50441281639988 -0.44 2.38699336246142 2 -0.164329088978712 -0.005324
-0.2 0.0406160892870964 -5.49192160286088 -0.4 2.43834995743396 2 -0.147943880661177 -0.004
-0.18 0.0331956594790894 -5.47991121805164 -0.36 2.48580841690466 2 -0.131866500954864 -0.002916
-0.16 0.0265574050205939 -5.46843462585458 -0.32 2.52943943614088 2 -0.116090889659731 -0.002048
-0.14 0.0206985757082629 -5.45754378453627 -0.28 2.56930190770703 2 -0.100610883154509 -0.001372
-0.12 0.0156168461464985 -5.44728938027321 -0.24 2.605442754134 2 -0.0854202396068944 -0.000864
-0.1 0.0113103398366976 -5.43772056235434 -0.2 2.63789687819623 2 -0.0705126643894172 -0.0005
-0.08 0.00777764647568824 -5.42888468247344 -0.16 2.66668722858585 2 -0.0558818355449535 -0.000256
-0.06 0.00501783251699939 -5.42082704046104 -0.12 2.69182497762412 2 -0.0415214291470232 -0.000108
-0.04 0.0030304451066876 -5.41359063871639 -0.08 2.71330980656305 2 -0.0274251444025664 -3.2E-05
-0.02 0.00181550956114274 -5.4072159474873 -0.04 2.7311302930171 2 -0.0135867283486952 -4E-06
0 0.00137352060703044 -5.40174068301065 0 2.74526439413719 2 0 0
0.02 0.00170542765285964 -5.39719960037152 0.04 2.75568001830798 2 0.0133411261908023 4E-06
0.04 0.00281261440709235 -5.3936243027663 0.08 2.76233567742159 2 0.0264426176887547 3.2E-05
0.06 0.0046968731988235 -5.39104306866772 0.12 2.76518121116526 2 0.0393103021707502 0.000108
0.08 0.00736037439363812 -5.38948069818929 0.16 2.76415857425989 2 0.0519498468702597 0.000256
0.1 0.0108056313288389 -5.38895837973696 0.2 2.75920267720625 2 0.0643667390752709 0.0005
0.12 0.0150354612188268 -5.38949357781875 0.24 2.75024227083613 2 0.0765662678714234 0.000864
0.14 0.0200529425027134 -5.39109994266213 0.28 2.73720086482722 2 0.0885535072112447 0.001372
0.16 0.0258613691223077 -5.3937872420665 0.32 2.71999767032094 2 0.100333300378884 0.002048
0.18 0.0324642022292938 -5.39756131569674 0.36 2.69854855687878 2 0.111910245907974 0.002916
0.2 0.0398650198259443 -5.40242405180697 0.4 2.67276701421895 2 0.123288684998323 0.004
0.22 0.0480674648440385 -5.40837338617272 0.44 2.64256510948646 2 0.134472690465163 0.005324
0.24 0.0570751921620403 -5.41540332280764 0.48 2.60785443121654 2 0.145466057242785 0.006912
