xlist1 size: 11
xlist2 size: 151
xlist3 size: 149
0 1 0 1 0 1
0.01 1 0.01 0.995 0.01 0.9950005
0.03 1 0.0298271187775673 0.985087919075783 0.0299270548966028 0.985042411736828
0.07 1 0.0602386300238221 0.969895823050495 0.0605875907591563 0.969739638358396
0.15 1 0.0999708474489905 0.950089514236066 0.100723150215296 0.949764207993477
0.31 1 0.146932342129798 0.926781068993623 0.14821914112665 0.926248842499313
0.63 1 0.199082171660958 0.901086780859016 0.201003414893433 0.900333212563814
1.27 1 0.254801210284251 0.873931334978105 0.257429297431837 0.872961878347777
2.55 1 0.312945245352187 0.846011598368658 0.316332545759176 0.844846471609509
5.11 1 0.372768385952182 0.817829316550293 0.376954662145201 0.816498997414652
10 1 0.433820085087774 0.78974094690099 0.438838553996999 0.788282892470181
